Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_4_Replicate_15	-3741.05	7490.1	102328.23	1067.76	0.15,3.6204,0.0312,0.0063
1	Round_5_Replicate_5	-3700.66	7409.32	35331.53	935.92	0.4284,2.0825,0.0793,0.0001
1	Round_5_Replicate_6	-3607.34	7222.68	14294.14	1239.1	0.1487,0.7679,0.0297,0.0001
1	Round_4_Replicate_16	-3598.33	7204.66	10516.71	1142.33	0.2235,1.081,0.0458,0.0061
1	Round_5_Replicate_5	-3561.29	7130.58	18421.23	1136.91	0.199,1.227,0.0405,0.0001
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_4_Replicate_17	-3676.17	7360.34	27596.97	1088.12	0.1485,2.4571,0.0336,0.0067
1	Round_1_Replicate_1	-7261.18	14530.36	14921.79	1103.72	0.7836,0.4626,0.1132,0.3075
1	Round_5_Replicate_6	-3563.45	7134.9	16283.7	1148.87	0.1968,1.1451,0.0401,0.0003
1	Round_5_Replicate_6	-3564.83	7137.66	18214.59	1164.41	0.185,1.0866,0.0373,0.0001
1	Round_1_Replicate_2	-16822.9	33653.8	918087.38	106.34	5.1843,17.6874,4.1316,0.669
1	Round_4_Replicate_18	-3632.1	7272.2	64030.68	1086.98	0.1816,2.0315,0.0365,0.0043
1	Round_1_Replicate_3	-63199.28	126406.56	71217434705212.36	265.89	0.2154,5.6832,4.1199,0.5073
1	Round_4_Replicate_19	-3717.31	7442.62	7724.19	977.96	0.3738,1.6862,0.0812,0.0105
1	Round_1_Replicate_4	-7692.16	15392.32	17150.46	751.62	0.8289,2.3624,0.1663,0.5144
1	Round_1_Replicate_5	-41537.27	83082.54	21469665.59	468.06	2.4824,0.5779,2.4809,0.9885
1	Round_4_Replicate_20	-3679.24	7366.48	26478.15	982.63	0.3371,2.0045,0.0665,0.0089
1	Round_1_Replicate_6	-17509.44	35026.88	4523213.25	224.07	1.5263,5.7309,4.019,0.1001
1	Round_1_Replicate_7	-28539.08	57086.16	122303165.3	338.33	0.133,9.8503,0.894,0.5444
1	Round_5_Replicate_7	-3567.65	7143.3	22634.48	1107.9	0.2028,1.4667,0.0419,0.0001
1	Round_5_Replicate_6	-3561.77	7131.54	17264.91	1130.54	0.2067,1.2394,0.0421,0.0002
1	Round_1_Replicate_8	-73601.2	147210.4	-3.9888946539680594e+28	650.14	0.0548,1.4819,3.0554,0.99
1	Round_5_Replicate_7	-3561.41	7130.82	19263.06	1137.6	0.1988,1.2244,0.0403,0.0001
1	Round_5_Replicate_7	-3577.52	7163.04	15109.29	1190.66	0.1808,0.936,0.036,0.0001
1	Round_5_Replicate_7	-3561.29	7130.58	18379.06	1135.39	0.1993,1.2374,0.0407,0.0001
1	Round_5_Replicate_6	-3573.42	7154.84	15599.14	1142.34	0.21,1.1388,0.0423,0.0025
1	Round_1_Replicate_9	-90383.08	180774.16	-3.295763596638261e+30	445.37	0.1716,0.2292,12.004,0.9896
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_1_Replicate_10	-38445.64	76899.28	7919375.11	189.64	11.9178,1.2519,3.0224,0.9883
1	Round_1_Replicate_1	-20856.85	41721.7	3646418.31	1057.58	0.2042,0.9118,0.7446,0.6321
1	Round_1_Replicate_11	-4855.16	9718.32	13555.54	735.73	0.9418,2.4273,0.1657,0.1436
1	Round_1_Replicate_2	-7276.56	14561.12	31596.62	364.61	4.1983,2.8085,0.7415,0.0755
1	Round_1_Replicate_12	-24717.72	49443.44	42102197.06	314.85	1.6274,2.1818,5.3587,0.119
1	Round_1_Replicate_3	-37310.99	74629.98	3448616120.76	1384.73	0.1312,0.4939,1.2053,0.2476
1	Round_5_Replicate_1	-3561.5	7131.0	17833.06	1143.86	0.1941,1.1951,0.0396,0.0001
1	Round_1_Replicate_4	-37675.94	75359.88	9469596274.03	362.9	0.1527,5.3126,1.7219,0.0902
1	Round_1_Replicate_13	-12784.57	25577.14	328980.83	509.0	0.1923,10.484,0.3025,0.4449
1	Round_1_Replicate_14	-20477.32	40962.64	4202675.14	291.56	4.3796,1.2107,3.3315,0.0983
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, mi, T1, T2, P)
1	Round_1_Replicate_5	-21111.53	42231.06	281140.65	1386.05	0.2986,0.3585,0.0981,0.9897
1	Round_1_Replicate_15	-22309.0	44626.0	306205.16	600.61	0.4584,10.808,0.1731,0.989
1	Round_1_Replicate_6	-40295.28	80598.56	8713120.95	740.34	2.1843,0.1946,0.7432,0.9899
1	Round_2_Replicate_1	-21370.65	42749.3	401267.13	736.44	0.743,4.8447,0.1121,0.9875
1	Round_1_Replicate_7	-47450.4	94908.8	89719078.0	255.27	9.4565,0.446,2.3384,0.9883
1	Round_5_Replicate_8	-3561.33	7130.66	17419.52	1135.27	0.1993,1.236,0.0409,0.0001
1	Round_5_Replicate_7	-4014.88	8037.76	67217.88	807.78	0.9208,1.9782,0.1279,0.0002
1	Round_1_Replicate_1	-84488.91	168985.82	5.087694579029922e+23	665.85	0.1628,0.1559,7.5156,0.9894
1	Round_2_Replicate_2	-5489.17	10986.34	8181953.35	577.34	3.6065,2.4136,0.2076,0.0504
1	Round_1_Replicate_8	-9523.17	19054.34	38784.46	417.06	9.2268,1.0974,0.4932,0.1367
1	Round_1_Replicate_2	-11030.78	22069.56	12738609265073.21	678.89	5.1592,2.4083,0.1103,0.5526
1	Round_2_Replicate_3	-20891.28	41790.56	258507.61	886.09	0.3292,7.2999,0.0585,0.9892
1	Round_1_Replicate_9	-83770.72	167549.44	38144935823006.51	614.33	2.1315,0.1103,2.092,0.9885
1	Round_1_Replicate_3	-19002.02	38012.04	191470.52	847.45	1.3933,0.569,0.3269,0.9092
1	Round_2_Replicate_4	-20330.61	40669.22	206400.07	1014.64	0.1709,5.8818,0.0364,0.989
1	Round_1_Replicate_10	-37393.32	74794.64	7917416.75	676.99	1.2782,0.5642,1.841,0.9883
1	Round_1_Replicate_4	-20917.73	41843.46	250967.17	1241.49	0.2631,0.6312,0.1354,0.9897
1	Round_2_Replicate_5	-12917.63	25843.26	209627.3	907.57	0.3699,1.181,0.4374,0.6027
1	Round_1_Replicate_11	-45251.58	90511.16	60829603.16	185.26	9.2026,1.0655,4.968,0.9885
1	Round_1_Replicate_5	-25251.16	50510.32	329474935839.28	530.66	4.0834,4.9607,0.181,0.9883
1	Round_5_Replicate_8	-3561.33	7130.66	18858.99	1137.47	0.1972,1.2316,0.0402,0.0001
1	Round_5_Replicate_8	-3561.41	7130.82	18528.35	1138.26	0.1974,1.2241,0.0402,0.0001
1	Round_2_Replicate_6	-6509.27	13026.54	9323331.05	968.9	4.3531,0.4548,0.0556,0.0579
1	Round_1_Replicate_12	-48425.83	96859.66	69864567.51	440.57	9.9533,0.1309,0.6429,0.9899
1	Round_1_Replicate_6	-32240.33	64488.66	371390321.06	432.13	1.5055,0.9608,4.8307,0.2007
1	Round_2_Replicate_7	-11901.82	23811.64	111573.22	493.79	3.52,0.978,0.7093,0.3303
1	Round_5_Replicate_8	-3561.45	7130.9	18327.0	1134.59	0.202,1.2316,0.0411,0.0001
1	Round_5_Replicate_7	-3561.3	7130.6	18029.7	1137.8	0.1968,1.2291,0.0403,0.0001
1	Round_1_Replicate_13	-27560.35	55128.7	1110146.97	977.07	2.7421,0.262,0.0924,0.9897
1	Round_1_Replicate_7	-12171.99	24351.98	322635.74	1525.84	0.1504,0.476,0.3032,0.1027
1	Round_2_Replicate_8	-10250.72	20509.44	1.2702605194814562e+21	789.19	5.9321,3.4265,0.0585,0.0135
1	Round_5_Replicate_2	-3561.3	7130.6	18358.72	1135.73	0.1983,1.2393,0.0405,0.0001
1	Round_2_Replicate_9	-10735.17	21478.34	724915623998.97	725.53	3.6449,2.0845,0.1023,0.5775
1	Round_1_Replicate_14	-81052.45	162112.9	-1.4640688316536006e+28	267.94	0.2777,2.287,13.2119,0.1454
1	Round_2_Replicate_10	-5295.63	10599.26	150054.94	600.89	2.695,2.1646,0.2249,0.0788
1	Round_1_Replicate_15	-28503.34	57014.68	1533240.24	356.56	1.042,4.0056,1.6643,0.9885
1	Round_2_Replicate_11	-9213.05	18434.1	1128678.79	720.89	1.0408,3.4895,0.1287,0.6226
1	Round_2_Replicate_1	-10449.83	20907.66	28457.66	705.3	14.7579,0.5014,0.1401,0.4298
1	Round_2_Replicate_12	-4181.6	8371.2	36178.46	982.81	0.2217,4.0749,0.047,0.091
1	Round_2_Replicate_2	-6502.87	13013.74	27582.04	287.72	3.7284,6.3702,0.8306,0.0124
1	Round_2_Replicate_13	-27057.41	54122.82	838593.16	1490.94	0.304,0.3524,0.4826,0.9882
1	Round_2_Replicate_3	-10379.35	20766.7	88957.45	210.16	10.9998,3.4851,1.4872,0.1563
1	Round_5_Replicate_9	-3571.2	7150.4	12618.73	1177.32	0.1836,1.0024,0.0378,0.0001
1	Round_1_Replicate_8	-85214.82	170437.64	-2.1074845981944714e+33	387.99	0.0894,1.382,9.949,0.9896
1	Round_2_Replicate_14	-15783.78	31575.56	210410.02	692.7	1.7029,0.7101,0.6122,0.7026
1	Round_2_Replicate_4	-7278.37	14564.74	1423636596479.68	447.46	3.6244,11.3484,0.2169,0.0151
1	Round_5_Replicate_8	-3561.56	7131.12	17698.56	1132.85	0.1982,1.2606,0.0408,0.0001
1	Round_1_Replicate_9	-24502.93	49013.86	516862.96	973.8	1.2018,0.4765,0.1779,0.989
1	Round_2_Replicate_15	-8481.55	16971.1	638537863399517.9	644.3	2.5113,7.4527,0.1062,0.1855
1	Round_2_Replicate_5	-10568.48	21144.96	7377763739418.18	484.34	5.1127,6.3101,0.198,0.4755
1	Round_1_Replicate_10	-41498.09	83004.18	13655387.03	407.06	5.9233,0.3255,1.1758,0.9885
1	Round_3_Replicate_1	-5043.03	10094.06	15060.31	1037.2	0.2303,1.3408,0.1152,0.0612
1	Round_2_Replicate_6	-14679.89	29367.78	4.9810711519768944e+25	514.29	17.9541,15.7725,0.1268,0.1676
1	Round_1_Replicate_11	-42327.9	84663.8	8208413782.93	1777.12	0.2557,0.1409,1.1573,0.2344
1	Round_3_Replicate_2	-5213.54	10435.08	4396376428.53	919.18	0.4253,10.6875,0.0431,0.072
1	Round_2_Replicate_7	-6677.93	13363.86	40861.81	400.87	1.8778,3.8722,0.7255,0.0148
1	Round_2_Replicate_8	-24943.72	49895.44	4661378.93	243.29	17.7027,0.3828,1.4321,0.0243
1	Round_5_Replicate_9	-3564.7	7137.4	15326.5	1160.87	0.1865,1.1006,0.0383,0.0002
1	Round_3_Replicate_3	-3923.09	7854.18	42514.51	980.47	0.2773,2.7378,0.0557,0.0527
1	Round_5_Replicate_9	-3561.35	7130.7	18233.13	1135.61	0.1989,1.2372,0.0406,0.0001
1	Round_2_Replicate_9	-8509.89	17027.78	31789373617144.39	327.95	12.474,8.8067,0.3425,0.0259
1	Round_3_Replicate_4	-5604.83	11217.66	63185287532.26	1046.94	0.7062,1.1524,0.038,0.0732
1	Round_5_Replicate_8	-3561.28	7130.56	18213.93	1136.18	0.1988,1.2331,0.0406,0.0001
1	Round_5_Replicate_9	-3561.28	7130.56	18261.92	1137.09	0.1984,1.228,0.0405,0.0001
1	Round_2_Replicate_10	-7549.54	15107.08	24710.43	490.4	1.1169,5.8142,0.3305,0.3854
1	Round_3_Replicate_5	-5010.3	10028.6	320160242.68	989.16	0.3068,6.3027,0.0351,0.1162
1	Round_5_Replicate_3	-3561.31	7130.62	18355.43	1134.75	0.2016,1.2319,0.041,0.0001
1	Round_2_Replicate_11	-6261.42	12530.84	9769905.59	542.17	11.9634,1.6416,0.201,0.0083
1	Round_3_Replicate_6	-5106.4	10220.8	14622034558.44	943.92	0.385,14.1724,0.0376,0.0288
1	Round_2_Replicate_12	-37591.33	75190.66	234423948.08	190.34	16.4686,0.3837,2.6381,0.4342
1	Round_3_Replicate_7	-3725.39	7458.78	37816.3	1014.46	0.3536,1.6296,0.0633,0.0227
1	Round_2_Replicate_13	-10886.69	21781.38	94621.77	602.18	2.0425,0.99,0.6282,0.3289
1	Round_3_Replicate_8	-4458.92	8925.84	10154.26	980.69	0.2851,1.5782,0.1126,0.0339
1	Round_2_Replicate_14	-20065.16	40138.32	1968274.81	196.36	13.0432,1.0541,2.6089,0.0207
1	Round_3_Replicate_9	-3826.54	7661.08	81818.96	1124.11	0.0999,3.8992,0.0213,0.0208
1	Round_2_Replicate_15	-10603.13	21214.26	2684786838114997.5	215.89	19.9856,19.4339,0.5417,0.0447
1	Round_3_Replicate_10	-6825.1	13658.2	36975.88	839.18	0.1274,5.314,0.1015,0.1363
1	Round_3_Replicate_1	-10348.15	20704.3	1.4406182952900593e+20	575.21	17.7027,5.0234,0.1189,0.005
1	Round_5_Replicate_10	-3561.29	7130.58	18182.21	1135.97	0.1992,1.2328,0.0407,0.0001
1	Round_3_Replicate_11	-4263.42	8534.84	19930909.66	1075.0	0.2891,1.7793,0.0349,0.0598
1	Round_3_Replicate_2	-6358.52	12725.04	19841718.03	814.55	11.9634,0.6763,0.0831,0.0016
1	Round_5_Replicate_9	-4044.8	8097.6	49120.05	809.01	0.9745,1.8354,0.1319,0.0001
1	Round_3_Replicate_12	-6187.27	12382.54	24286110309.79	927.81	0.6373,3.2939,0.0494,0.2087
1	Round_3_Replicate_3	-6094.12	12196.24	50572645987.33	793.14	4.0132,1.3409,0.0867,0.0067
1	Round_3_Replicate_13	-7144.63	14297.26	115383472017.76	907.37	0.6263,5.2408,0.0475,0.3028
1	Round_3_Replicate_4	-6392.96	12793.92	436788469.63	533.58	12.8889,1.9829,0.1929,0.0018
1	Round_1_Replicate_12	-67196.45	134400.9	-7.528909396276721e+32	105.75	0.0734,15.1024,11.6305,0.1295
1	Round_3_Replicate_14	-4208.31	8424.62	34962.53	956.75	0.2528,4.0111,0.0532,0.0926
1	Round_3_Replicate_5	-7915.78	15839.56	113871861886250.92	500.66	16.2769,3.6207,0.1784,0.0092
1	Round_1_Replicate_13	-11261.44	22530.88	158436.01	198.8	9.1331,3.6176,1.9871,0.1331
1	Round_3_Replicate_15	-3812.05	7632.1	30682.36	1094.28	0.1279,3.0842,0.0288,0.029
1	Round_3_Replicate_6	-7693.19	15394.38	136884692016533.95	734.34	17.7027,1.5758,0.0844,0.0241
1	Round_5_Replicate_10	-3561.8	7131.6	19548.54	1132.39	0.1982,1.2684,0.0404,0.0002
1	Round_1_Replicate_14	-38241.46	76490.92	336890309.28	186.61	11.1699,0.6164,4.2132,0.5963
1	Round_3_Replicate_7	-8082.22	16172.44	1493065140757939.0	518.53	6.0087,6.0992,0.1643,0.0081
1	Round_4_Replicate_1	-3608.27	7224.54	13130.82	1128.68	0.2603,1.0601,0.0498,0.005
1	Round_1_Replicate_15	-28388.24	56784.48	263248018.53	272.31	0.749,4.3523,4.7929,0.1071
1	Round_3_Replicate_8	-6353.21	12714.42	11613.97	824.38	4.0306,0.5418,0.118,0.0187
1	Round_5_Replicate_10	-3561.32	7130.64	18581.68	1136.64	0.1987,1.2309,0.0405,0.0001
1	Round_2_Replicate_1	-15638.74	31285.48	112266.26	351.84	3.3437,4.1102,0.7078,0.8547
1	Round_5_Replicate_10	-3561.59	7131.18	19307.15	1144.12	0.1934,1.199,0.0392,0.0001
1	Round_3_Replicate_9	-6417.92	12843.84	14776425.94	813.1	13.3173,0.6609,0.0832,0.0064
1	Round_5_Replicate_9	-3561.44	7130.88	18155.05	1136.7	0.1996,1.2254,0.0407,0.0001
1	Round_4_Replicate_2	-3754.22	7516.44	23492.85	1013.59	0.4575,1.2838,0.0747,0.0135
1	Round_2_Replicate_2	-26297.96	52603.92	104375215.67	387.6	10.0864,3.5774,0.3478,0.9883
1	Round_3_Replicate_10	-9586.21	19180.42	34170.43	468.73	14.7579,0.7009,0.3507,0.0068
1	Round_5_Replicate_4	-3564.0	7136.0	19501.4	1115.59	0.2078,1.3602,0.0427,0.0003
1	Round_2_Replicate_3	-6667.51	13343.02	18859.39	833.31	1.415,0.7209,0.2512,0.0638
1	Round_3_Replicate_11	-6422.26	12852.52	24113.61	295.84	4.4888,5.3292,0.7952,0.002
1	Round_4_Replicate_3	-3713.85	7435.7	8123.79	1117.6	0.2822,1.0489,0.056,0.0233
1	Round_2_Replicate_4	-14355.6	28719.2	6.030269864131795e+18	892.6	1.993,3.1697,0.0428,0.6643
1	Round_3_Replicate_12	-11195.09	22398.18	102217.8	411.38	5.9133,0.9299,0.7704,0.0204
1	Round_4_Replicate_4	-3828.95	7665.9	17660.24	921.98	0.4076,2.2688,0.0827,0.0264
1	Round_2_Replicate_5	-8682.88	17373.76	1.6484497049736808e+16	857.32	3.7538,1.7495,0.0558,0.1558
1	Round_3_Replicate_13	-5845.68	11699.36	203511.31	513.56	6.1056,1.934,0.266,0.0205
1	Round_2_Replicate_6	-27429.92	54867.84	735182.78	521.56	8.771,1.0459,0.2874,0.989
1	Round_3_Replicate_14	-6668.99	13345.98	2607144993.6	439.48	11.9629,3.1971,0.2612,0.0097
1	Round_4_Replicate_5	-3760.99	7529.98	73093.24	987.78	0.4855,1.4577,0.0738,0.0097
1	Round_5_Replicate_10	-3561.39	7130.78	17609.4	1134.17	0.2,1.2418,0.041,0.0001
1	Round_3_Replicate_15	-6195.29	12398.58	2142582.2	822.85	7.7414,0.6418,0.088,0.0011
1	Round_2_Replicate_7	-21296.33	42600.66	210549.74	829.79	0.7914,1.932,0.1251,0.9883
1	Round_4_Replicate_6	-3741.48	7490.96	39511.8	973.28	0.2723,2.8721,0.0569,0.0106
1	Round_2_Replicate_8	-7393.63	14795.26	25399.63	297.28	11.9634,3.2453,0.6281,0.0661
1	Round_4_Replicate_1	-5055.91	10119.82	13141.13	487.84	2.0145,3.7093,0.3652,0.0095
1	Round_2_Replicate_9	-9364.61	18737.22	393186.23	690.33	0.9567,4.4511,0.136,0.6345
1	Round_4_Replicate_7	-3708.2	7424.4	16455.57	994.23	0.2619,2.3767,0.0583,0.0125
1	Round_2_Replicate_10	-27518.07	55044.14	867685275197.99	280.54	10.9998,11.1544,0.4416,0.9883
1	Round_4_Replicate_2	-4691.98	9391.96	19473.79	816.38	1.6139,1.1082,0.142,0.017
1	Round_2_Replicate_11	-29114.23	58236.46	7.555836288190692e+22	801.77	4.367,5.5005,0.0521,0.9883
1	Round_4_Replicate_8	-3687.37	7382.74	22543.88	981.77	0.3185,2.1154,0.0652,0.0101
1	Round_2_Replicate_12	-30226.12	60460.24	8.637981542833455e+23	945.94	17.7027,1.7472,0.0299,0.9894
1	Round_4_Replicate_3	-4517.39	9042.78	776157.14	851.27	1.4602,1.2236,0.1088,0.0046
1	Round_2_Replicate_13	-32557.55	65123.1	2.110175570953521e+28	741.35	16.2769,9.7617,0.0569,0.989
1	Round_4_Replicate_9	-3782.97	7573.94	36462.9	1027.47	0.4682,1.1961,0.0712,0.0143
1	Round_2_Replicate_14	-23802.2	47612.4	16003407.65	485.64	2.6885,5.552,0.2498,0.9883
1	Round_4_Replicate_4	-4870.22	9748.44	9754.0	818.66	1.6741,0.9995,0.1502,0.0194
1	Round_5_Replicate_10	-3561.59	7131.18	20079.32	1133.71	0.2019,1.242,0.0408,0.0001
1	Round_5_Replicate_5	-3578.45	7164.9	18243.55	1201.93	0.1584,0.9402,0.0319,0.0001
1	Round_4_Replicate_10	-3784.28	7576.56	36257.04	919.49	0.3772,2.6729,0.075,0.0121
1	Round_2_Replicate_15	-25389.42	50786.84	2381767387.25	754.37	5.2449,1.1832,0.1036,0.9883
1	Round_4_Replicate_5	-4156.52	8321.04	35965.21	780.75	1.068,1.8943,0.1453,0.0112
1	Round_3_Replicate_1	-7262.55	14533.1	45215.13	1049.64	2.9534,0.284,0.0505,0.1244
1	Round_4_Replicate_11	-3690.72	7389.44	5755.4	1100.28	0.2971,1.0818,0.0636,0.0107
1	Round_3_Replicate_2	-7879.35	15766.7	18742.05	985.5	1.8523,0.3003,0.1234,0.0516
1	Round_4_Replicate_6	-4704.36	9416.72	9285.27	832.45	1.5014,1.0254,0.1472,0.0114
1	Round_3_Replicate_3	-5493.06	10994.12	23552.19	983.21	1.468,0.5759,0.0859,0.0784
1	Round_4_Replicate_12	-3606.04	7220.08	15914.17	1109.37	0.2025,1.435,0.0429,0.0098
1	Round_4_Replicate_7	-4650.17	9308.34	10667.37	602.83	1.4689,2.7942,0.2612,0.0187
1	Round_3_Replicate_4	-5367.91	10743.82	1679706.21	758.29	3.3926,1.0808,0.1256,0.0115
1	Round_4_Replicate_13	-3857.67	7723.34	17038.46	1121.24	0.3856,0.8491,0.0591,0.0234
1	Round_3_Replicate_5	-4999.98	10007.96	1997664.21	605.84	2.347,2.7263,0.2004,0.037
1	Round_4_Replicate_8	-4621.7	9251.4	238058.99	648.43	1.8699,2.3959,0.1924,0.0138
1	Round_3_Replicate_6	-7403.22	14814.44	17628.22	1001.86	1.4684,0.3424,0.1402,0.029
1	Round_4_Replicate_14	-3667.14	7342.28	32227.1	1036.46	0.2224,2.2735,0.0469,0.0097
1	Round_3_Replicate_7	-4887.19	9782.38	9439.92	673.46	1.9168,1.6066,0.228,0.0238
1	Round_4_Replicate_9	-4622.53	9253.06	59245.7	808.69	1.6759,1.1845,0.1357,0.0078
1	Round_4_Replicate_15	-3813.38	7634.76	8939.01	1110.2	0.3745,0.9008,0.0641,0.0204
1	Round_3_Replicate_8	-10127.39	20262.78	73276.1	844.48	1.2893,0.5648,0.4095,0.1978
1	Round_4_Replicate_10	-5610.03	11228.06	600768.74	477.3	4.9785,2.722,0.3002,0.0142
1	Round_3_Replicate_9	-6746.35	13500.7	32941.63	954.97	0.5441,0.9406,0.273,0.0948
1	Round_4_Replicate_16	-3834.34	7676.68	10358.18	1122.79	0.3998,0.8131,0.063,0.0106
1	Round_3_Replicate_10	-7641.6	15291.2	29693.29	1049.33	0.8646,0.4461,0.2288,0.0321
1	Round_4_Replicate_11	-5185.75	10379.5	61874.13	463.55	2.9061,3.8175,0.3455,0.0088
1	Round_4_Replicate_17	-3822.56	7653.12	69064.12	948.39	0.3132,3.016,0.0613,0.0212
1	Round_3_Replicate_11	-8090.17	16188.34	18729.04	1009.41	1.8891,0.2805,0.1047,0.1152
1	Round_5_Replicate_6	-3562.0	7132.0	21940.28	1140.9	0.1982,1.2067,0.0396,0.0001
1	Round_4_Replicate_12	-5140.49	10288.98	284921.88	509.76	3.2146,3.04,0.2841,0.0047
1	Round_3_Replicate_12	-6539.44	13086.88	19599.63	611.53	2.4681,1.1841,0.3736,0.0217
1	Round_4_Replicate_18	-3669.15	7346.3	18339.12	1009.58	0.2917,1.9285,0.0607,0.0122
1	Round_3_Replicate_13	-5862.31	11732.62	67160.89	771.23	3.7011,0.8356,0.1301,0.0572
1	Round_4_Replicate_13	-4588.13	9184.26	92085.69	667.13	1.9087,2.0446,0.1922,0.0052
1	Round_3_Replicate_14	-5615.55	11239.1	15120.69	470.92	3.9944,2.4442,0.375,0.015
1	Round_4_Replicate_19	-3867.73	7743.46	5913.51	1060.72	0.45,0.9711,0.0816,0.0147
1	Round_3_Replicate_15	-5792.73	11593.46	24242.55	776.51	2.3877,0.9888,0.1487,0.1313
1	Round_4_Replicate_14	-4393.92	8795.84	12713340.16	1007.81	0.8289,0.9892,0.062,0.0012
1	Round_4_Replicate_20	-3583.4	7174.8	19814.55	1087.99	0.2615,1.3422,0.051,0.0026
1	Round_4_Replicate_1	-4832.5	9673.0	12215.25	606.95	1.076,2.9811,0.2891,0.0187
1	Round_4_Replicate_15	-4564.89	9137.78	15991.44	652.08	1.707,2.1257,0.2204,0.0084
1	Round_4_Replicate_16	-5520.23	11048.46	406075.36	578.87	4.8377,1.7225,0.2176,0.006
1	Round_4_Replicate_2	-4844.07	9696.14	1048591.61	705.66	2.3623,1.6522,0.1568,0.0073
1	Round_4_Replicate_17	-6216.99	12441.98	18791.73	725.41	1.5969,1.0164,0.3174,0.0145
1	Round_4_Replicate_3	-4404.23	8816.46	868465.01	823.66	1.3181,1.5159,0.1159,0.0133
1	Round_4_Replicate_18	-4987.87	9983.74	12012.71	527.42	2.0576,2.9768,0.3316,0.0159
1	Round_4_Replicate_4	-4322.72	8653.44	439484.26	734.9	1.2873,2.2868,0.1455,0.0102
1	Round_4_Replicate_19	-4792.39	9592.78	12137.18	533.99	1.4492,3.9521,0.3034,0.0041
1	Round_4_Replicate_5	-4945.73	9899.46	12310.3	585.87	1.246,2.9526,0.3078,0.0315
1	Round_4_Replicate_20	-5081.33	10170.66	13112.77	514.9	1.7327,3.2218,0.3755,0.0047
1	Round_4_Replicate_6	-4250.72	8509.44	14846.01	692.34	1.0325,2.7558,0.1834,0.0108
1	Round_5_Replicate_7	-3561.59	7131.18	18338.92	1138.31	0.1983,1.2197,0.0404,0.0002
1	Round_4_Replicate_7	-5325.44	10658.88	9651.02	677.57	2.1645,1.2865,0.2466,0.0221
1	Round_5_Replicate_1	-3561.74	7131.48	16631.98	1131.5	0.2009,1.256,0.0415,0.0002
1	Round_4_Replicate_8	-4488.18	8984.36	109002.77	646.17	1.6159,2.6353,0.1968,0.0076
1	Round_4_Replicate_9	-4304.86	8617.72	2985184.31	909.87	1.0324,1.2965,0.0871,0.0034
1	Round_4_Replicate_10	-4574.88	9157.76	10159.54	609.96	1.2699,2.9978,0.2548,0.0118
1	Round_4_Replicate_11	-4627.86	9263.72	9460.85	645.52	1.2892,2.4499,0.2434,0.0312
1	Round_4_Replicate_12	-4432.53	8873.06	25532.49	644.32	1.4585,2.6401,0.2111,0.0065
1	Round_4_Replicate_13	-4376.83	8761.66	32458.76	797.06	1.3877,1.4015,0.1454,0.0052
1	Round_5_Replicate_1	-3563.41	7134.82	21297.79	1117.96	0.2082,1.3426,0.0422,0.0002
1	Round_4_Replicate_14	-4379.11	8766.22	6595.48	884.87	0.9825,1.09,0.1432,0.0134
1	Round_5_Replicate_8	-3561.47	7130.94	19611.34	1133.31	0.2032,1.2388,0.041,0.0001
1	Round_4_Replicate_15	-4492.27	8992.54	8634.44	700.01	1.2766,1.9733,0.2125,0.0215
1	Round_4_Replicate_16	-4169.91	8347.82	60327.72	792.02	0.9912,1.9834,0.1351,0.0243
1	Round_5_Replicate_2	-3563.28	7134.56	16344.95	1154.51	0.1908,1.1293,0.0389,0.0002
1	Round_4_Replicate_17	-4612.46	9232.92	15401.43	722.34	1.7326,1.5383,0.1852,0.0103
1	Round_4_Replicate_18	-4224.36	8456.72	61161.89	784.28	1.2195,1.7103,0.143,0.0049
1	Round_4_Replicate_19	-4375.85	8759.7	70406.87	655.5	1.3908,2.817,0.1914,0.0031
1	Round_4_Replicate_20	-4130.09	8268.18	241924.05	959.48	0.8548,1.0868,0.0852,0.0031
1	Round_5_Replicate_2	-3561.5	7131.0	18479.46	1135.79	0.1966,1.2468,0.0403,0.0001
1	Round_5_Replicate_9	-3561.76	7131.52	18435.97	1126.39	0.204,1.2865,0.0418,0.0001
1	Round_5_Replicate_3	-3562.71	7133.42	17154.68	1155.63	0.1836,1.1521,0.0377,0.0001
1	Round_5_Replicate_1	-3570.64	7149.28	14194.65	1161.56	0.2054,1.0297,0.041,0.0001
1	Round_5_Replicate_10	-3581.99	7171.98	25586.35	1089.28	0.2001,1.6958,0.042,0.0001
1	Round_5_Replicate_3	-3569.67	7147.34	18978.81	1133.32	0.1824,1.3413,0.0383,0.0014
